level,QRCode,Phase,Message
error,12066,完成,[12066] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12067,完成,[12067] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12068,完成,[12068] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12069,完成,[12069] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12070,完成,[12070] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12071,完成,[12071] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12072,完成,[12072] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12073,完成,[12073] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12074,完成,[12074] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12075,完成,[12075] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12076,完成,[12076] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12077,完成,[12077] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12078,完成,[12078] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12079,完成,[12079] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
error,12080,完成,[12080] 固件升级失败: [固件升级] 执行状态: Preparing - 设备未连接，无法开始固件升级
